label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
A,0.4217306077480316,-0.048980385065078735,-0.4220404028892517,-0.5598303079605103,-0.541016161441803,-0.2504957914352417,-0.38679438829421997,-0.306093692779541,-0.21397076547145844,-0.014328036457300186,-0.14685559272766113,-0.04978320747613907,0.048995599150657654,0.23173314332962036,0.12035387754440308,0.17541013658046722,0.2581053078174591,0.5028889179229736,0.3922979533672333,0.3746631443500519,0.4140119254589081,1.0,0.9115842580795288,0.5071004033088684,0.00832614116370678,-0.3857487738132477,-0.09086532145738602,-0.5186938643455505,-0.11003555357456207,0.18491923809051514,-0.15254086256027222,-0.484779953956604,0.0385272279381752,0.26147934794425964,-0.1926300823688507,-0.5089686512947083,0.01626112312078476,0.2621699273586273,-0.18358755111694336,-0.5070940256118774,-0.13989807665348053,0.0844743624329567,-4.043725311930757e-06,-0.14150424301624298,-0.19453173875808716,-0.2527042627334595,-0.26596859097480774,0.00865587592124939,-0.19515255093574524,-0.2693367600440979,-0.27297383546829224,0.010313177481293678,-0.21425795555114746,-0.24320027232170105,-0.19555287063121796,-0.03128857538104057,-0.26455825567245483,-0.19744111597537994,-0.07700661569833755,-0.08703858405351639,-0.23382525146007538,-0.1819395124912262,-0.0930948555469513
A,0.4175373613834381,-0.05587077513337135,-0.4299796223640442,-0.5690197348594666,-0.543043851852417,-0.25436246395111084,-0.37909504771232605,-0.29916736483573914,-0.20989134907722473,-0.014163445681333542,-0.1407473385334015,-0.04622473567724228,0.04852336272597313,0.2333042472600937,0.12359452247619629,0.17407506704330444,0.2565682828426361,0.5045139789581299,0.392164409160614,0.3751794695854187,0.4161042273044586,1.0,0.9082533717155457,0.4918738007545471,-0.02187301404774189,-0.42566800117492676,-0.09590975940227509,-0.5298215746879578,-0.11079341918230057,0.1753227859735489,-0.15298429131507874,-0.4809727072715759,0.055800337344408035,0.25489795207977295,-0.18853753805160522,-0.4947521984577179,0.03644734248518944,0.2592889666557312,-0.17452460527420044,-0.48349130153656006,-0.11532510817050934,0.09276865422725677,-3.992416168330237e-06,-0.15535332262516022,-0.21614578366279602,-0.27946653962135315,-0.2946517765522003,-0.005333458073437214,-0.21312785148620605,-0.2819928824901581,-0.28247904777526855,-0.00015519707812927663,-0.2296132892370224,-0.2517520785331726,-0.19932487607002258,-0.04010725021362305,-0.2789165675640106,-0.20427094399929047,-0.07850411534309387,-0.09527906030416489,-0.24045804142951965,-0.18506023287773132,-0.09491869807243347
A,0.40961793065071106,-0.05900714546442032,-0.42046135663986206,-0.5470627546310425,-0.5404654741287231,-0.2624412178993225,-0.3760409653186798,-0.2914050817489624,-0.20746523141860962,-0.02272120863199234,-0.13448281586170197,-0.042749062180519104,0.04255414381623268,0.22451026737689972,0.13287127017974854,0.18030737340450287,0.24988707900047302,0.4931560456752777,0.3931850790977478,0.37365326285362244,0.40456074476242065,1.0,0.8869953155517578,0.47218507528305054,-0.0428926981985569,-0.4443589150905609,-0.10648199170827866,-0.5182605981826782,-0.10242803394794464,0.18919959664344788,-0.16111919283866882,-0.4677620828151703,0.056218478828668594,0.2565978467464447,-0.1904015988111496,-0.4917401969432831,0.028885845094919205,0.26060017943382263,-0.16763998568058014,-0.47158941626548767,-0.10102593898773193,0.11501419544219971,-3.915994966519065e-06,-0.1438884735107422,-0.19480319321155548,-0.24909991025924683,-0.2567879855632782,0.01040375791490078,-0.1850842982530594,-0.2520993947982788,-0.2532099485397339,0.013175184838473797,-0.20378820598125458,-0.22827666997909546,-0.1815291792154312,-0.02706124819815159,-0.25691214203834534,-0.18210099637508392,-0.05961094796657562,-0.08174775540828705,-0.2249000072479248,-0.16695572435855865,-0.07570210099220276
A,0.40275490283966064,-0.061083413660526276,-0.41519755125045776,-0.5395777821540833,-0.5329709649085999,-0.26027345657348633,-0.3694149851799011,-0.2872067093849182,-0.21549159288406372,-0.02473513036966324,-0.12865914404392242,-0.036056678742170334,0.03666894882917404,0.2198631465435028,0.13221052289009094,0.1809832900762558,0.24334773421287537,0.48600298166275024,0.3874984085559845,0.37601056694984436,0.4053274691104889,1.0,0.8690009117126465,0.45714280009269714,-0.06053778901696205,-0.45765936374664307,-0.10478145629167557,-0.51478111743927,-0.09936858713626862,0.19621816277503967,-0.15879195928573608,-0.47260186076164246,0.0637613907456398,0.2716216742992401,-0.18934792280197144,-0.48679685592651367,0.03588252514600754,0.2704288065433502,-0.16523687541484833,-0.466770201921463,-0.0983058512210846,0.11092263460159302,-3.966832082369365e-06,-0.13931190967559814,-0.19137640297412872,-0.24529273808002472,-0.2510499358177185,-0.00408448651432991,-0.19514241814613342,-0.254020094871521,-0.250326544046402,-0.001454114681109786,-0.22469687461853027,-0.2507001757621765,-0.2045583575963974,-0.03793443739414215,-0.26832708716392517,-0.19134493172168732,-0.06847234815359116,-0.08768752962350845,-0.23020267486572266,-0.17054519057273865,-0.07898570597171783
A,0.40275490283966064,-0.061083413660526276,-0.41519755125045776,-0.5395777821540833,-0.5329709649085999,-0.26027345657348633,-0.3694149851799011,-0.2872067093849182,-0.21549159288406372,-0.02473513036966324,-0.12865914404392242,-0.036056678742170334,0.03666894882917404,0.2198631465435028,0.13221052289009094,0.1809832900762558,0.24334773421287537,0.48600298166275024,0.3874984085559845,0.37601056694984436,0.4053274691104889,1.0,0.8690009117126465,0.45714280009269714,-0.06053778901696205,-0.45765936374664307,-0.10478145629167557,-0.51478111743927,-0.09936858713626862,0.19621816277503967,-0.15879195928573608,-0.47260186076164246,0.0637613907456398,0.2716216742992401,-0.18934792280197144,-0.48679685592651367,0.03588252514600754,0.2704288065433502,-0.16523687541484833,-0.466770201921463,-0.0983058512210846,0.11092263460159302,-3.966832082369365e-06,-0.13931190967559814,-0.19137640297412872,-0.24529273808002472,-0.2510499358177185,-0.00408448651432991,-0.19514241814613342,-0.254020094871521,-0.250326544046402,-0.001454114681109786,-0.22469687461853027,-0.2507001757621765,-0.2045583575963974,-0.03793443739414215,-0.26832708716392517,-0.19134493172168732,-0.06847234815359116,-0.08768752962350845,-0.23020267486572266,-0.17054519057273865,-0.07898570597171783
A,0.3842526078224182,-0.07074081152677536,-0.42405447363853455,-0.5533633232116699,-0.5092400312423706,-0.25387078523635864,-0.3615456521511078,-0.2874860167503357,-0.21231293678283691,-0.014696705155074596,-0.12576426565647125,-0.04881799593567848,0.019002359360456467,0.23096507787704468,0.13911046087741852,0.17505045235157013,0.23495686054229736,0.49396616220474243,0.39975613355636597,0.3796333074569702,0.4052019417285919,1.0,0.865164577960968,0.4561800956726074,-0.05140169709920883,-0.44584235548973083,-0.10649004578590393,-0.5360493063926697,-0.11124134808778763,0.172037735581398,-0.15582329034805298,-0.47201716899871826,0.060281358659267426,0.24158990383148193,-0.18345217406749725,-0.46886974573135376,0.05345701053738594,0.2593352198600769,-0.15701302886009216,-0.4514297842979431,-0.08425062149763107,0.11583505570888519,-3.876763003063388e-06,-0.16524329781532288,-0.2392076849937439,-0.3121170699596405,-0.3340907096862793,-0.030235277488827705,-0.2413511723279953,-0.3052894175052643,-0.302051305770874,-0.020865727216005325,-0.25183913111686707,-0.2694781422615051,-0.21705473959445953,-0.056180842220783234,-0.29645195603370667,-0.2192620038986206,-0.09413515776395798,-0.10718248039484024,-0.2521747350692749,-0.1952570229768753,-0.10554483532905579
A,0.37112367153167725,-0.08069735765457153,-0.43253111839294434,-0.5557727813720703,-0.5165064930915833,-0.2464824765920639,-0.3557952046394348,-0.2841920554637909,-0.20649811625480652,-0.011107961647212505,-0.11906133592128754,-0.04398706555366516,0.03173276036977768,0.23285998404026031,0.13832177221775055,0.17092880606651306,0.237735316157341,0.49516308307647705,0.39976152777671814,0.37332573533058167,0.40168431401252747,1.0,0.8720059990882874,0.448745995759964,-0.0661659836769104,-0.4624985158443451,-0.1101803407073021,-0.5348505973815918,-0.10801964998245239,0.17717497050762177,-0.15483981370925903,-0.46872490644454956,0.0676414892077446,0.24991604685783386,-0.1780879944562912,-0.47546058893203735,0.051760151982307434,0.2610495388507843,-0.1479136049747467,-0.4526129961013794,-0.08669241517782211,0.11775068938732147,-4.005490154668223e-06,-0.15872497856616974,-0.2233038991689682,-0.28929606080055237,-0.30623286962509155,-0.0154642965644598,-0.22370290756225586,-0.28843462467193604,-0.2858026921749115,-0.009092728607356548,-0.2374153584241867,-0.25493788719177246,-0.2015531212091446,-0.04777539148926735,-0.2871720790863037,-0.20836104452610016,-0.08122946321964264,-0.10202598571777344,-0.2471625804901123,-0.1889733076095581,-0.09767359495162964
A,0.3724361062049866,-0.07617738842964172,-0.42809638381004333,-0.5596717596054077,-0.5116868019104004,-0.2578824460506439,-0.3601149022579193,-0.28399714827537537,-0.20947837829589844,-0.018216397613286972,-0.12334391474723816,-0.04403647780418396,0.019869042560458183,0.22815369069576263,0.13886965811252594,0.1803089678287506,0.23708795011043549,0.4935701787471771,0.4020718038082123,0.3877258896827698,0.41261056065559387,1.0,0.8728272318840027,0.45252734422683716,-0.05192297697067261,-0.44971102476119995,-0.10897067189216614,-0.5446943044662476,-0.12525953352451324,0.1593262404203415,-0.151141956448555,-0.4762798845767975,0.04940800741314888,0.23640000820159912,-0.1741972267627716,-0.4621278643608093,0.05772176757454872,0.2573838233947754,-0.1478922963142395,-0.43511709570884705,-0.07169496268033981,0.11341849714517593,-3.7765378237963887e-06,-0.15648649632930756,-0.2310943752527237,-0.3065335750579834,-0.333075612783432,-0.029291266575455666,-0.24657709896564484,-0.3166244924068451,-0.3164946138858795,-0.026353098452091217,-0.259930819272995,-0.27935904264450073,-0.226379856467247,-0.06745419651269913,-0.30484989285469055,-0.22559566795825958,-0.09971600025892258,-0.12368232011795044,-0.26369693875312805,-0.20306921005249023,-0.11139332503080368
A,0.3674744963645935,-0.07746298611164093,-0.42467010021209717,-0.5530460476875305,-0.5063089728355408,-0.2588910460472107,-0.35537776350975037,-0.27980515360832214,-0.20614579319953918,-0.01955561526119709,-0.12212277203798294,-0.04622224345803261,0.016541045159101486,0.2260076105594635,0.13775372505187988,0.1778433918952942,0.23433007299900055,0.49073344469070435,0.39752018451690674,0.386463463306427,0.4149407744407654,1.0,0.8706108331680298,0.44602084159851074,-0.0559098944067955,-0.4492752254009247,-0.10801087319850922,-0.5429084897041321,-0.12553392350673676,0.1587287336587906,-0.15110355615615845,-0.4780380129814148,0.043430961668491364,0.23296400904655457,-0.1743154227733612,-0.45576390624046326,0.05977139249444008,0.25903570652008057,-0.14771723747253418,-0.4290253520011902,-0.0675913468003273,0.11462942510843277,-3.7783781863254262e-06,-0.1538638174533844,-0.22541935741901398,-0.297610878944397,-0.3212440311908722,-0.027775535359978676,-0.24235056340694427,-0.3110618591308594,-0.3106653690338135,-0.02506142109632492,-0.25628361105918884,-0.275614470243454,-0.22319260239601135,-0.06594999134540558,-0.3014180362224579,-0.22405415773391724,-0.10019639879465103,-0.12167081236839294,-0.2609484791755676,-0.20206718146800995,-0.11231785267591476
A,0.35747766494750977,-0.08191495388746262,-0.42345255613327026,-0.5526807308197021,-0.5015343427658081,-0.25286659598350525,-0.34800824522972107,-0.2741313874721527,-0.20277708768844604,-0.016818979755043983,-0.11813272535800934,-0.0430363267660141,0.01634625904262066,0.2245302051305771,0.14089401066303253,0.17784038186073303,0.2283456027507782,0.4850859045982361,0.39839330315589905,0.38274267315864563,0.4037025272846222,1.0,0.8539644479751587,0.4400707483291626,-0.06070374697446823,-0.4500773251056671,-0.10779398679733276,-0.542325496673584,-0.12975673377513885,0.15599068999290466,-0.1490849256515503,-0.47731274366378784,0.039979487657547,0.23347267508506775,-0.1686449646949768,-0.45079362392425537,0.058212533593177795,0.2647927403450012,-0.1350356638431549,-0.42372944951057434,-0.06914471089839935,0.11791953444480896,-3.7099252949701622e-06,-0.15129777789115906,-0.2235964834690094,-0.29683738946914673,-0.3210449814796448,-0.02424798533320427,-0.2350035160779953,-0.3027780055999756,-0.3026011884212494,-0.021639317274093628,-0.2500225901603699,-0.26994967460632324,-0.2191792130470276,-0.0617685429751873,-0.29343146085739136,-0.21577511727809906,-0.09270808845758438,-0.11664852499961853,-0.25334432721138,-0.19303809106349945,-0.10263781994581223
A,0.36019787192344666,-0.07991106063127518,-0.4187367856502533,-0.5522804856300354,-0.5009163022041321,-0.24738509953022003,-0.3512178659439087,-0.2728317379951477,-0.19853264093399048,-0.011353910900652409,-0.11546029895544052,-0.04124095290899277,0.013870016671717167,0.22389577329158783,0.13890695571899414,0.1730467528104782,0.22381344437599182,0.47972744703292847,0.39177966117858887,0.37949293851852417,0.40513473749160767,1.0,0.8469429016113281,0.4402036666870117,-0.058365270495414734,-0.4384734630584717,-0.1089523434638977,-0.5485807657241821,-0.1337873935699463,0.14983874559402466,-0.1489536315202713,-0.47893527150154114,0.04086993262171745,0.22646769881248474,-0.16732050478458405,-0.4446927309036255,0.05713950842618942,0.25788116455078125,-0.13390232622623444,-0.4082673490047455,-0.062195029109716415,0.11308169364929199,-3.613211674746708e-06,-0.15187907218933105,-0.22298991680145264,-0.29402807354927063,-0.3127330243587494,-0.014641102403402328,-0.22790998220443726,-0.30010464787483215,-0.3025708496570587,-0.009104721248149872,-0.24313928186893463,-0.26842939853668213,-0.22050973773002625,-0.046868305653333664,-0.27943670749664307,-0.20200759172439575,-0.07885196805000305,-0.09991723299026489,-0.23428519070148468,-0.17432713508605957,-0.08412039279937744
A,0.34713396430015564,-0.09009627252817154,-0.42632558941841125,-0.5488055944442749,-0.4948165714740753,-0.2501891553401947,-0.3453930616378784,-0.270112007856369,-0.19929027557373047,-0.015502110123634338,-0.11030471324920654,-0.03913072496652603,0.017284395173192024,0.22025279700756073,0.14508700370788574,0.1743667870759964,0.22268028557300568,0.475677490234375,0.40142717957496643,0.38284367322921753,0.4032156467437744,1.0,0.8587486743927002,0.43521785736083984,-0.07162365317344666,-0.4524552524089813,-0.10735280811786652,-0.5469478368759155,-0.13316860795021057,0.1508164405822754,-0.1450602114200592,-0.47447001934051514,0.04429851844906807,0.23120680451393127,-0.16111768782138824,-0.4486120045185089,0.0566677562892437,0.2597254812717438,-0.12488016486167908,-0.4111213982105255,-0.06814701855182648,0.10827617347240448,-3.639040642156033e-06,-0.15134643018245697,-0.21875979006290436,-0.2863452136516571,-0.3035784363746643,-0.018792089074850082,-0.2269241064786911,-0.2943176329135895,-0.29394954442977905,-0.01334404107183218,-0.23917582631111145,-0.25874340534210205,-0.20791786909103394,-0.05084003880620003,-0.27847033739089966,-0.19903407990932465,-0.07549982517957687,-0.10354379564523697,-0.23460565507411957,-0.17374075949192047,-0.08392290771007538
